# time (s), x coordinate (m), y coordinate (m)
2.401200000000000273e+03,-2.859204496994962152e+00,-5.025012236467747861e+00
2.404800000000000182e+03,-2.730085717696078440e+00,-4.869080699869207329e+00
2.408400000000000091e+03,-2.605349404609781594e+00,-4.715901201009814692e+00
2.412000000000000000e+03,-2.485203007535224717e+00,-4.566039621794601544e+00
2.415599999999999909e+03,-2.369834835004213769e+00,-4.420057046864658723e+00
2.419200000000000273e+03,-2.259413467795484465e+00,-4.278507809389240357e+00
2.422800000000000182e+03,-2.154087257495068908e+00,-4.141937549106486927e+00
2.426400000000000091e+03,-2.053983911704230891e+00,-4.010881290106591557e+00
2.430000000000000000e+03,-1.959210167109614487e+00,-3.885861545799017769e+00
2.433599999999999909e+03,-1.869851551242311283e+00,-3.767386458425776130e+00
2.437200000000000273e+03,-1.785972233360440642e+00,-3.655947980369230521e+00
2.440800000000000182e+03,-1.707614964500068888e+00,-3.552020104362610731e+00
2.444400000000000091e+03,-1.634801106349224931e+00,-3.456057149538661388e+00
2.448000000000000000e+03,-1.567530748215025138e+00,-3.368492110052732968e+00
2.451599999999999909e+03,-1.505782910972970123e+00,-3.289735072787569159e+00
2.455200000000000273e+03,-1.449515836514400746e+00,-3.220171710391954267e+00
2.458800000000000182e+03,-1.398667360843337981e+00,-3.160161855624056049e+00
2.462400000000000091e+03,-1.353155368618897514e+00,-3.110038162663212091e+00
2.466000000000000000e+03,-1.312878326597098244e+00,-3.070104860724478524e+00
2.469599999999999909e+03,-1.277715893095630495e+00,-3.040636604956969524e+00
2.473200000000000273e+03,-1.247529600290632423e+00,-3.021877429234316903e+00
2.476800000000000182e+03,-1.222163605854915680e+00,-3.014039805051992982e+00
2.480400000000000091e+03,-1.201445510165824349e+00,-3.017303810336534831e+00
2.484000000000000000e+03,-1.185187235047070020e+00,-3.031816411544435930e+00
2.487599999999999909e+03,-1.173185959765477016e+00,-3.057690861988155095e+00
2.491200000000000273e+03,-1.165225109780054114e+00,-3.095006218873265436e+00
2.494800000000000182e+03,-1.161075393539220180e+00,-3.143806981067027717e+00
2.498400000000000091e+03,-1.160495882442369675e+00,-3.204102849146431176e+00
2.502000000000000000e+03,-1.163235128925474759e+00,-3.275868608794683112e+00
2.505599999999999909e+03,-1.169032317497421092e+00,-3.359044138131487056e+00
2.509200000000000273e+03,-1.177618443444807816e+00,-3.453534539076550391e+00
2.512800000000000182e+03,-1.188717513838378759e+00,-3.559210392358440611e+00
2.516400000000000091e+03,-1.202047765414416158e+00,-3.675908135296341861e+00
2.520000000000000000e+03,-1.217322893869246636e+00,-3.803430560999518040e+00
2.523599999999999909e+03,-1.234253289094863204e+00,-3.941547437153947619e+00
2.527200000000000273e+03,-1.252547270898034082e+00,-4.089996242095665480e+00
2.530800000000000182e+03,-1.271912319784407108e+00,-4.248483015412007902e+00
2.534400000000000091e+03,-1.292056297452244928e+00,-4.416683319862668711e+00
2.538000000000000000e+03,-1.312688651727616618e+00,-4.594243310978703754e+00
2.541599999999999909e+03,-1.333521600783115435e+00,-4.780780910276943629e+00
2.545200000000000273e+03,-1.354271291615179784e+00,-4.975887077624170374e+00
2.548800000000000182e+03,-1.374658927910048734e+00,-5.179127177901367673e+00
2.552400000000000091e+03,-1.394411862604262531e+00,-5.390042436752399801e+00
2.556000000000000000e+03,-1.413264650641838704e+00,-5.608151479859525779e+00
2.559599999999999909e+03,-1.430960057645459971e+00,-5.832951949866454378e+00
2.563200000000000273e+03,-1.447250020452408137e+00,-6.063922194774892027e+00
2.566800000000000182e+03,-1.461896555716055701e+00,-6.300523021368143795e+00
2.570400000000000091e+03,-1.474672613039684110e+00,-6.542199506972879774e+00
2.574000000000000000e+03,-1.485362869389382778e+00,-6.788382862651380911e+00
2.577599999999999909e+03,-1.493764461826020851e+00,-7.038492340730341468e+00
2.581200000000000273e+03,-1.499687655900666661e+00,-7.291937179410364678e+00
2.584800000000000182e+03,-1.502956447372740589e+00,-7.548118577073225310e+00
2.588400000000000091e+03,-1.503409095233066317e+00,-7.806431688802254243e+00
2.592000000000000000e+03,-1.500898584344440678e+00,-8.066267637563111492e+00
2.595599999999999909e+03,-1.495293016347738257e+00,-8.327015532454417723e+00
2.599200000000000273e+03,-1.486475927821164333e+00,-8.588064486428638844e+00
2.602800000000000182e+03,-1.474346535021904714e+00,-8.848805625909212935e+00
2.606400000000000091e+03,-1.458819904881837992e+00,-9.108634084781284557e+00
2.610000000000000000e+03,-1.439827052270411079e+00,-9.366950975320506245e+00
2.613599999999999909e+03,-1.417314963876715961e+00,-9.623165328735579394e+00
2.617200000000000273e+03,-1.391246549397701315e+00,-9.876695998146885813e+00
2.620800000000000182e+03,-1.361600521048757839e+00,-1.012697351699260473e+01
2.624400000000000091e+03,-1.328371202735041390e+00,-1.037344190605679550e+01
2.628000000000000000e+03,-1.291568270535720098e+00,-1.061556042253826782e+01
2.631599999999999909e+03,-1.251216426456846609e+00,-1.085280524483424891e+01
2.635200000000000273e+03,-1.207355007701099492e+00,-1.108467108698921066e+01
2.638800000000000182e+03,-1.160037533982491098e+00,-1.131067273706074872e+01
2.642400000000000091e+03,-1.109331195679904347e+00,-1.153034651397889654e+01
2.646000000000000000e+03,-1.055316285874679183e+00,-1.174325163781788639e+01
2.649599999999999909e+03,-9.980855795520290341e-01,-1.194897150876507830e+01
2.653200000000000273e+03,-9.377436634643739888e-01,-1.214711489045087411e+01
2.656800000000000182e+03,-8.744062203541517198e-01,-1.233731699370299140e+01
2.660400000000000091e+03,-8.081992714152835822e-01,-1.251924045719822765e+01
2.664000000000000000e+03,-7.392583810335310313e-01,-1.269257622191082469e+01
2.667599999999999909e+03,-6.677278279879741429e-01,-1.285704429668997761e+01
2.671200000000000273e+03,-5.937597474159751476e-01,-1.301239441274433872e+01
2.674800000000000182e+03,-5.175132479441857392e-01,-1.315840656526095387e+01
2.678400000000000091e+03,-4.391535084656968957e-01,-1.329489144084293173e+01
2.682000000000000000e+03,-3.588508591001895454e-01,-1.342169072990881773e+01
2.685599999999999909e+03,-2.767798509084994363e-01,-1.353867732365646148e+01
2.689200000000000273e+03,-1.931183189453233862e-01,-1.364575539565492157e+01
2.692800000000000182e+03,-1.080464432253069040e-01,-1.374286036858316074e+01
2.696400000000000091e+03,-2.174581214633716439e-02,-1.382995876708831595e+01
2.700000000000000000e+03,6.560150713743437279e-02,-1.390704795818068540e+01
2.703599999999999909e+03,1.538138869740568460e-01,-1.397415578102151734e+01
2.707200000000000273e+03,2.427110417776376650e-01,-1.403134006838621772e+01
2.710800000000000182e+03,3.321149106856384758e-01,-1.407868806250215954e+01
2.714400000000000091e+03,4.218505162294600153e-01,-1.411631572836195936e+01
2.718000000000000000e+03,5.117467950900489448e-01,-1.414436696800071047e+01
2.721599999999999909e+03,6.016373971782106311e-01,-1.416301273959590290e+01
2.725200000000000273e+03,6.913614494654970466e-01,-1.417245008560127140e+01
2.728800000000000182e+03,7.807642811923418691e-01,-1.417290107445880132e+01
2.732400000000000091e+03,8.696981072960392467e-01,-1.416461166074491906e+01
2.736000000000000000e+03,9.580226671311391495e-01,-1.414785046889739384e+01
2.739599999999999909e+03,1.045605815796021965e+00,-1.412290750593615485e+01
2.743200000000000273e+03,1.132324065633313115e+00,-1.409009280883436865e+01
2.746800000000000182e+03,1.218063075733948120e+00,-1.404973503241396315e+01
2.750400000000000091e+03,1.302718087547065196e+00,-1.400217998383204510e+01
2.754000000000000000e+03,1.386194304975859160e+00,-1.394778910989054488e+01
2.757599999999999909e+03,1.468407217624948080e+00,-1.388693794354031397e+01
2.761200000000000273e+03,1.549282866153043114e+00,-1.382001451606238085e+01
2.764800000000000182e+03,1.628758048977609452e+00,-1.374741774149308604e+01
2.768400000000000091e+03,1.706780469871110428e+00,-1.366955577991607029e+01
2.772000000000000000e+03,1.783308826282978377e+00,-1.358684438627176405e+01
2.775599999999999909e+03,1.858312838513721976e+00,-1.349970525133615951e+01
2.779200000000000273e+03,1.931773220157607440e+00,-1.340856434149302423e+01
2.782800000000000182e+03,2.003681590516775302e+00,-1.331385024386896987e+01
2.786400000000000091e+03,2.074040329969732976e+00,-1.321599252332000773e+01
2.790000000000000000e+03,2.142862379551845109e+00,-1.311542009764958117e+01
2.793599999999999909e+03,2.210170986270827420e+00,-1.301255963730537957e+01
2.797200000000000273e+03,2.275999395937762237e+00,-1.290783399564274703e+01
2.800800000000000182e+03,2.340390495540035420e+00,-1.280166067566101340e+01
2.804400000000000091e+03,2.403396407418144864e+00,-1.269445033891193120e+01
2.808000000000000000e+03,2.465078037730219052e+00,-1.258660536205295877e+01
2.811599999999999909e+03,2.525504581897443757e+00,-1.247851844626772078e+01
2.815200000000000273e+03,2.584752989917411981e+00,-1.237057128450870636e+01
2.818800000000000182e+03,2.642907394611886840e+00,-1.226313329122910822e+01
2.822400000000000091e+03,2.700058506037981587e+00,-1.215656039896709473e+01
2.826000000000000000e+03,2.756302975437805003e+00,-1.205119392582598259e+01
2.829599999999999909e+03,2.811742732230461783e+00,-1.194735951755924930e+01
2.833200000000000273e+03,2.866484297660462754e+00,-1.184536616762364503e+01
2.836800000000000182e+03,2.920638078809286053e+00,-1.174550531820503529e+01
2.840400000000000091e+03,2.974317646749812027e+00,-1.164805004485563522e+01
2.844000000000000000e+03,3.027639002678301328e+00,-1.155325432700569266e+01
2.847599999999999909e+03,3.080719835893405811e+00,-1.146135240623262952e+01
2.851200000000000273e+03,3.133678777508328128e+00,-1.137255823378501951e+01
2.854800000000000182e+03,3.186634653778611881e+00,-1.128706500847140504e+01
2.858400000000000091e+03,3.239705742906440200e+00,-1.120504480563482375e+01
2.862000000000000000e+03,3.293009039140803562e+00,-1.112664829754635498e+01
2.865599999999999909e+03,3.346659527933775191e+00,-1.105200456516494079e+01
2.869200000000000273e+03,3.400769475835197841e+00,-1.098122100082950503e+01
2.872800000000000182e+03,3.455447738712659866e+00,-1.091438330107352783e+01
2.876400000000000091e+03,3.510799091771424685e+00,-1.085155554838320136e+01
2.880000000000000000e+03,3.566923584719570162e+00,-1.079278038036104270e+01
2.883599999999999909e+03,3.623915925279396877e+00,-1.073807924440680317e+01
2.887200000000000273e+03,3.681864894085866702e+00,-1.068745273568994136e+01
2.890800000000000182e+03,3.740852793839640089e+00,-1.064088101586289881e+01
2.894400000000000091e+03,3.800954935394753154e+00,-1.059832430965441752e+01
2.898000000000000000e+03,3.862239163262218611e+00,-1.055972347618653906e+01
2.901599999999999909e+03,3.924765422800159165e+00,-1.052500065158191056e+01
2.905200000000000273e+03,3.988585371140966451e+00,-1.049405995916651868e+01
2.908800000000000182e+03,4.053742033676233980e+00,-1.046678828333235423e+01
2.912400000000000091e+03,4.120269507683524068e+00,-1.044305610290210495e+01
2.916000000000000000e+03,4.188192714434914699e+00,-1.042271837963647840e+01
2.919599999999999909e+03,4.257527200878353568e+00,-1.040561549734468549e+01
2.923200000000000273e+03,4.328278991729804126e+00,-1.039157424689939191e+01
2.926800000000000182e+03,4.400444492557835652e+00,-1.038040885232152633e+01
2.930400000000000091e+03,4.474010444185104518e+00,-1.037192203298565829e+01
2.934000000000000000e+03,4.548953928472849739e+00,-1.036590609690628106e+01
2.937599999999999909e+03,4.625242425298059068e+00,-1.036214405999645471e+01
2.941200000000000273e+03,4.702833920277663005e+00,-1.036041078614573152e+01
2.944800000000000182e+03,4.781677062543517209e+00,-1.036047414294200841e+01
2.948400000000000091e+03,4.861711371624535261e+00,-1.036209616786272036e+01
2.952000000000000000e+03,4.942867492252410067e+00,-1.036503423978460425e+01
2.955599999999999909e+03,5.025067495672706386e+00,-1.036904225070657226e+01
2.959200000000000273e+03,5.108225225818291193e+00,-1.037387177264849747e+01
2.962800000000000182e+03,5.192246688484972950e+00,-1.037927321477708986e+01
2.966400000000000091e+03,5.277030481443116372e+00,-1.038499696592026567e+01
2.970000000000000000e+03,5.362468263224139164e+00,-1.039079451776077612e+01
2.973599999999999909e+03,5.448445258137149416e+00,-1.039641956414892121e+01
2.977200000000000273e+03,5.534840794901482397e+00,-1.040162907214127230e+01
2.980800000000000182e+03,5.621528876123716323e+00,-1.040618432055707920e+01
2.984400000000000091e+03,5.708378775706221653e+00,-1.040985190204469291e+01
2.988000000000000000e+03,5.795255661146571313e+00,-1.041240468486682680e+01
2.991599999999999909e+03,5.882021237576160466e+00,-1.041362273084359913e+01
2.995200000000000273e+03,5.968534410290128989e+00,-1.041329416613556624e+01
2.998800000000000182e+03,6.054651962442268776e+00,-1.041121600180391304e+01
3.002400000000000091e+03,6.140229244515384543e+00,-1.040719490135028025e+01
3.006000000000000000e+03,6.225120872132819727e+00,-1.040104789271302366e+01
3.009599999999999909e+03,6.309181428747934639e+00,-1.039260302247887147e+01
3.013200000000000273e+03,6.392266169737215620e+00,-1.038169995035744009e+01
3.016800000000000182e+03,6.474231724428868517e+00,-1.036819048225946105e+01
3.020400000000000091e+03,6.554936792621006703e+00,-1.035193904061666359e+01
3.024000000000000000e+03,6.634242832183971927e+00,-1.033282307088039076e+01
3.027599999999999909e+03,6.712014734396836602e+00,-1.031073338343621870e+01
3.031200000000000273e+03,6.788121483741265116e+00,-1.028557443047107434e+01
3.034800000000000182e+03,6.862436798963344131e+00,-1.025726451762708180e+01
3.038400000000000091e+03,6.934839752318119999e+00,-1.022573595057030538e+01
3.042000000000000000e+03,7.005215364029004910e+00,-1.019093511689256992e+01
3.045599999999999909e+03,7.073455169126791731e+00,-1.015282250404787412e+01
3.049200000000000273e+03,7.139457753978087240e+00,-1.011137265430194709e+01
3.052800000000000182e+03,7.203129259970878273e+00,-1.006657405794177507e+01
3.056400000000000091e+03,7.264383851994690389e+00,-1.001842898625066702e+01
3.060000000000000000e+03,7.323144149532839542e+00,-9.966953266003459433e+00
3.063599999999999909e+03,7.379341618374838596e+00,-9.912175997472774114e+00
3.067200000000000273e+03,7.432916921155555023e+00,-9.854139218162309533e+00
3.070800000000000182e+03,7.483820225135288773e+00,-9.792897514693933658e+00
3.074400000000000091e+03,7.532011465847821441e+00,-9.728517585472602036e+00
3.078000000000000000e+03,7.577460565463637998e+00,-9.661077756934963290e+00
3.081599999999999909e+03,7.620147604938821928e+00,-9.590667456354458054e+00
3.085200000000000273e+03,7.660062949248117370e+00,-9.517386644325664946e+00
3.088800000000000182e+03,7.697207325229897812e+00,-9.441345210184950432e+00
3.092400000000000091e+03,7.731591851802220638e+00,-9.362662333740848553e+00
3.096000000000000000e+03,7.763238022539739269e+00,-9.281465816787212830e+00
3.099599999999999909e+03,7.792177640831384089e+00,-9.197891387954195253e+00
3.103200000000000273e+03,7.818452708066341295e+00,-9.112081984515608468e+00
3.106800000000000182e+03,7.842115265520124723e+00,-9.024187014818339847e+00
3.110400000000000091e+03,7.863227190832617453e+00,-8.934361605027078213e+00
3.114000000000000000e+03,7.881859950184171737e+00,-8.842765833889187022e+00
3.117599999999999909e+03,7.898094307484100796e+00,-8.749563959217258713e+00
3.121200000000000273e+03,7.912019992085869369e+00,-8.654923639763362431e+00
3.124800000000000182e+03,7.923735326735748430e+00,-8.559015156117801837e+00
3.128400000000000091e+03,7.933346817643879056e+00,-8.462010634208420257e+00
3.132000000000000000e+03,7.940968708739276849e+00,-8.364083274902467835e+00
3.135599999999999909e+03,7.946722502331669880e+00,-8.265406593125431911e+00
3.139200000000000273e+03,7.950736448552557789e+00,-8.166153669806783810e+00
3.142800000000000182e+03,7.953145006085224011e+00,-8.066496419845927690e+00
3.146400000000000091e+03,7.954088276817319780e+00,-7.966604879160593455e+00
3.150000000000000000e+03,7.953711417160520547e+00,-7.866646513736577084e+00
3.153599999999999909e+03,7.952164028877813706e+00,-7.766785553443257939e+00
3.157200000000000273e+03,7.949599532341387942e+00,-7.667182353213322088e+00
3.160800000000000182e+03,7.946174525210921047e+00,-7.567992784010382223e+00
3.164400000000000091e+03,7.942048129574537541e+00,-7.469367655823507590e+00
3.168000000000000000e+03,7.937381330631429144e+00,-7.371452174736646157e+00
3.171599999999999909e+03,7.932336310016712133e+00,-7.274385435921528753e+00
3.175200000000000273e+03,7.927075776875552648e+00,-7.178299954199562016e+00
3.178800000000000182e+03,7.921762299784217198e+00,-7.083321233608432799e+00
3.182400000000000091e+03,7.916557642591825150e+00,-6.989567377198136811e+00
3.186000000000000000e+03,7.911622107217024968e+00,-6.897148738065554952e+00
3.189599999999999909e+03,7.907113886380281897e+00,-6.806167612421645252e+00
3.193200000000000273e+03,7.903188429184063502e+00,-6.716717975269120622e+00
3.196800000000000182e+03,7.899997822371036094e+00,-6.628885259052855972e+00
3.200400000000000091e+03,7.897690189995087096e+00,-6.542746175432879063e+00
3.204000000000000000e+03,7.896409114131317075e+00,-6.458368580118542646e+00
3.207599999999999909e+03,7.896293079130590975e+00,-6.375811380496940295e+00
3.211200000000000273e+03,7.897474941792054004e+00,-6.295124485586434560e+00
3.214800000000000182e+03,7.900081429683779355e+00,-6.216348797651213509e+00
3.218400000000000091e+03,7.904232669688626700e+00,-6.139516244623139052e+00
3.222000000000000000e+03,7.910041748690042063e+00,-6.064649852296662758e+00
3.225599999999999909e+03,7.917614308141597057e+00,-5.991763855088687585e+00
3.229200000000000273e+03,7.927048174085958188e+00,-5.920863843992279385e+00
3.232800000000000182e+03,7.938433024004159400e+00,-5.851946950198323449e+00
3.236400000000000091e+03,7.951850091685680688e+00,-5.785002062715967064e+00
3.240000000000000000e+03,7.967371911114981664e+00,-5.720010078190027158e+00
3.243599999999999909e+03,7.985062100171831823e+00,-5.656944180992076632e+00
3.247200000000000273e+03,8.004975184741482508e+00,-5.595770151553061567e+00
3.250800000000000182e+03,8.027156463628656979e+00,-5.536446700807942989e+00
3.254400000000000091e+03,8.051641914466133088e+00,-5.478925828538999454e+00
3.258000000000000000e+03,8.078458140606485927e+00,-5.423153203332373273e+00
3.261599999999999909e+03,8.107622358784695393e+00,-5.369068561804523299e+00
3.265200000000000273e+03,8.139142427141306868e+00,-5.316606124709300829e+00
3.268800000000000182e+03,8.173016913001148964e+00,-5.265695027504643910e+00
3.272400000000000091e+03,8.209235199612670897e+00,-5.216259762938125100e+00
3.276000000000000000e+03,8.247777630868519338e+00,-5.168220633205026004e+00
3.279599999999999909e+03,8.288615692849916172e+00,-5.121494209238654172e+00
3.283200000000000273e+03,8.331712230866489932e+00,-5.075993794712063689e+00
3.286800000000000182e+03,8.377021700500760559e+00,-5.031629892361897838e+00
3.290400000000000091e+03,8.424490451012569991e+00,-4.988310670287940063e+00
3.294000000000000000e+03,8.474057039314718764e+00,-4.945942425937391640e+00
3.297599999999999909e+03,8.525652572597275380e+00,-4.904430045548044959e+00
3.301200000000000273e+03,8.579201077555119070e+00,-4.863677456901446483e+00
3.304800000000000182e+03,8.634619894062021572e+00,-4.823588073322667924e+00
3.308400000000000091e+03,8.691820091035232565e+00,-4.784065226959449468e+00
3.312000000000000000e+03,8.750706902147781463e+00,-4.745012589476877984e+00
3.315599999999999909e+03,8.811180178971373067e+00,-4.706334578416282888e+00
3.319200000000000273e+03,8.873134859072505876e+00,-4.667936747585830659e+00
3.322800000000000182e+03,8.936461446536123177e+00,-4.629726159976082833e+00
3.326400000000000091e+03,9.001046502358091672e+00,-4.591611741824909387e+00
3.330000000000000000e+03,9.066773142126628215e+00,-4.553504616592052301e+00
3.333599999999999909e+03,9.133521538406830231e+00,-4.515318417744019541e+00
3.337200000000000273e+03,9.201169425249116074e+00,-4.476969579392616971e+00
3.340800000000000182e+03,9.269592602262976655e+00,-4.438377603976532804e+00
3.344400000000000091e+03,9.338665435731279274e+00,-4.399465306321782343e+00
3.348000000000000000e+03,9.408261354287153821e+00,-4.360159033564969810e+00
3.351599999999999909e+03,9.478253336735397383e+00,-4.320388860570274048e+00
3.355200000000000273e+03,9.548514389671781899e+00,-4.280088760617821286e+00
3.358800000000000182e+03,9.618918012638351556e+00,-4.239196751285409626e+00
3.362400000000000091e+03,9.689338648647034091e+00,-4.197655015587685945e+00
3.366000000000000000e+03,9.759652118011294064e+00,-4.155409998575342989e+00
3.369599999999999909e+03,9.829736033540452667e+00,-4.112412479731415438e+00
3.373200000000000273e+03,9.899470195278517792e+00,-4.068617621631433146e+00
3.376800000000000182e+03,9.968736963102994508e+00,-4.023984995458235403e+00
3.380400000000000091e+03,1.003742160564246078e+01,-3.978478584080613611e+00
3.384000000000000000e+03,1.010541262412148811e+01,-3.932066763515890795e+00
3.387599999999999909e+03,1.017260204989762151e+01,-3.884722263701154255e+00
3.391200000000000273e+03,1.023888571461761465e+01,-3.836422109593874641e+00
3.394800000000000182e+03,1.030416349208581295e+01,-3.787147543711206321e+00
3.398400000000000091e+03,1.036833951110876306e+01,-3.736883931296644423e+00
3.402000000000000000e+03,1.043132233875218695e+01,-3.685620649373761548e+00
3.405599999999999909e+03,1.049302513362234279e+01,-3.633350961008051883e+00
3.409200000000000273e+03,1.055336576895857981e+01,-3.580071876150364929e+00
3.412800000000000182e+03,1.061226692550032702e+01,-3.525784000477573343e+00
3.416400000000000091e+03,1.066965615426603975e+01,-3.470491373679513103e+00
3.420000000000000000e+03,1.072546590955432144e+01,-3.414201298663732675e+00
3.423599999999999909e+03,1.077963355264755485e+01,-3.356924163163372832e+00
3.427200000000000273e+03,1.083210132686382110e+01,-3.298673255236968860e+00
3.430800000000000182e+03,1.088281630476480544e+01,-3.239464574142803865e+00
3.434400000000000091e+03,1.093173030848253369e+01,-3.179316638055443622e+00
3.438000000000000000e+03,1.097879980427770086e+01,-3.118250290067014152e+00
3.441599999999999909e+03,1.102398577258373535e+01,-3.056288503882659047e+00
3.445200000000000273e+03,1.106725355492593188e+01,-2.993456190577099552e+00
3.448800000000000182e+03,1.110857267922953007e+01,-2.929780007729234637e+00
3.452400000000000091e+03,1.114791666514757473e+01,-2.865288172193020344e+00
3.456000000000000000e+03,1.118526281114535159e+01,-2.800010277697912997e+00
3.459599999999999909e+03,1.122059196517404800e+01,-2.733977118399141037e+00
3.463200000000000273e+03,1.125388828085119997e+01,-2.667220519419754687e+00
3.466800000000000182e+03,1.128513896113867965e+01,-2.599773175341856923e+00
3.470400000000000091e+03,1.131433399157091735e+01,-2.531668497514499183e+00
3.474000000000000000e+03,1.134146586513494626e+01,-2.462940470952059258e+00
3.477599999999999909e+03,1.136652930094152758e+01,-2.393623521498344786e+00
3.481200000000000273e+03,1.138952095885074378e+01,-2.323752393831039154e+00
3.484800000000000182e+03,1.141043915222732608e+01,-2.253362040776708319e+00
3.488400000000000091e+03,1.142928356100024168e+01,-2.182487524301708337e+00
3.492000000000000000e+03,1.144605494718740779e+01,-2.111163928436982751e+00
3.495599999999999909e+03,1.146075487502003298e+01,-2.039426284288252678e+00
3.499200000000000273e+03,1.147338543776270292e+01,-1.967309507175682093e+00
3.502800000000000182e+03,1.148394899327417207e+01,-1.894848345841873227e+00
3.506400000000000091e+03,1.149244791029113166e+01,-1.822077343562311880e+00
3.510000000000000000e+03,1.149888432734272214e+01,-1.749030810890933152e+00
3.513599999999999909e+03,1.150325992611790582e+01,-1.675742809674632960e+00
3.517200000000000273e+03,1.150557572101150861e+01,-1.602247147875015099e+00
3.520800000000000182e+03,1.150583186646839273e+01,-1.528577384645335213e+00
3.524400000000000091e+03,1.150402748362885674e+01,-1.454766845023782729e+00
3.528000000000000000e+03,1.150016050765359843e+01,-1.380848643524239305e+00
3.531599999999999909e+03,1.149422755697321819e+01,-1.306855715830139264e+00
3.535200000000000273e+03,1.148622382556648525e+01,-1.232820857729272745e+00
3.538800000000000182e+03,1.147614299922396874e+01,-1.158776770365082198e+00
3.542400000000000091e+03,1.146397719660027725e+01,-1.084756110826240905e+00
3.546000000000000000e+03,1.144971693569961779e+01,-1.010791547048783601e+00
3.549599999999999909e+03,1.143335112627637429e+01,-9.369158159667029251e-01
3.553200000000000273e+03,1.141486708846682774e+01,-8.631617838154979072e-01
3.556800000000000182e+03,1.139425059779888194e+01,-7.895625074709153868e-01
3.560400000000000091e+03,1.137148595655749084e+01,-7.161512956910965899e-01
3.564000000000000000e+03,1.134655609131232090e+01,-6.429617691244352562e-01
3.567599999999999909e+03,1.131944267624460032e+01,-5.700279179491629655e-01
3.571200000000000273e+03,1.129012628174068134e+01,-4.973841560217327484e-01
3.574800000000000182e+03,1.125858654755430344e+01,-4.250653704320475623e-01
3.578400000000000091e+03,1.122480237967519479e+01,-3.531069653916035778e-01
3.582000000000000000e+03,1.118875216988343446e+01,-2.815448994183091247e-01
3.585599999999999909e+03,1.115041403681439292e+01,-2.104157148261324439e-01
3.589200000000000273e+03,1.110976608721084347e+01,-1.397565585812345079e-01
3.592800000000000182e+03,1.106678669589744857e+01,-6.960519364594310032e-02
3.596400000000000091e+03,1.102145480287896007e+01,-2.699477869258588117e-15